Isolate ID,Realm,Phylum,Class,Order,Family,Genus,Species,ICTV_ID,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome,Host source
VMR1010457,Riboviria,Negarnaviricota,Monjiviricetes,Jingchuvirales,Chuviridae,Scarabeuvirus,Scarabeuvirus dentati,ICTV20186056,E,Húběi chuvirus-like virus 3,HbCLV3,QTM26698,KX884427,Complete genome,ssRNA(-),invertebrates
VMR1010458,Riboviria,Negarnaviricota,Monjiviricetes,Jingchuvirales,Chuviridae,Scarabeuvirus,Scarabeuvirus hubeiense,ICTV20186055,E,Húběi chuvirus-like virus 1,HbCLV1,QTM26249,S1: KX884424; S2: KX884425,Complete genome,ssRNA(-),invertebrates
VMR1010459,Riboviria,Negarnaviricota,Monjiviricetes,Jingchuvirales,Chuviridae,Scarabeuvirus,Scarabeuvirus lampyris,ICTV202009740,E,Lampyris noctiluca chuvirus-like virus 1,LNCLV1,17FIN7,S1: MH620818; S2: MH620819,Coding-complete genome,ssRNA(-),invertebrates
VMR1010460,Riboviria,Negarnaviricota,Monjiviricetes,Jingchuvirales,Chuviridae,Scarabeuvirus,Scarabeuvirus lishiense,ICTV20186059,E,Líshí spider virus 1,LsSV1,LSZZ11,S1: KM817597; S2: KM817596,Complete genome,ssRNA(-),invertebrates
VMR1010461,Riboviria,Negarnaviricota,Monjiviricetes,Jingchuvirales,Chuviridae,Scarabeuvirus,Scarabeuvirus supellae,ICTV202214133,E,Supella longipalpa mononega-like virus 2,SlMLV2,Japan/2011,BK061672,Partial genome (non-compliant),ssRNA(-),invertebrates
VMR1010462,Riboviria,Negarnaviricota,Monjiviricetes,Jingchuvirales,Chuviridae,Scarabeuvirus,Scarabeuvirus trichopriae,ICTV202214135,E,Trichopria drosophilae mononega-like virus,TdMLV,France/2012,BK061670,Partial genome (non-compliant),ssRNA(-),invertebrates
VMR1010463,Riboviria,Negarnaviricota,Monjiviricetes,Jingchuvirales,Chuviridae,Taceavirus,Taceavirus wenlingense,ICTV20186068,E,Wēnlǐng crustacean virus 15,WlCV15,WLJQ91782,KX884458,Complete genome,ssRNA(-),invertebrates
VMR1010464,Riboviria,Negarnaviricota,Monjiviricetes,Jingchuvirales,Chuviridae,Vapochuvirus,Vapochuvirus trialeurodis,ICTV202214134,E,Trialeurodes vaporariorum mononega-like virus 2,TvMLV2,Germany/2011,BK061673,Complete genome,ssRNA(-),invertebrates
VMR1010465,Riboviria,Negarnaviricota,Monjiviricetes,Jingchuvirales,Crepuscuviridae,Aqualaruvirus,Aqualaruvirus sialis,ICTV202009711,E,megalopteran chu-related virus 119,MCrV119,OKIAV119,MW039261,Coding-complete genome,ssRNA(-),invertebrates
VMR1010466,Riboviria,Negarnaviricota,Monjiviricetes,Jingchuvirales,Myriaviridae,Myriavirus,Myriavirus myriapedis,ICTV20186063,E,Húběi myriapoda virus 8,HbMV8,WGML66308,KX884444,Complete genome,ssRNA(-),invertebrates
VMR1010467,Riboviria,Negarnaviricota,Monjiviricetes,Jingchuvirales,Natareviridae,Charybdivirus,Charybdivirus charybdis,ICTV20186047,E,Wēnzhōu crab virus 3,WzCV3,RBX9,KM817603,Complete genome,ssRNA(-),invertebrates
VMR1028423,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Artoviridae,Hexartovirus,Hexartovirus artemiae,ICTV202420120,E,brine shrimp artovirus 1,BSAV1,SGDA/98,OL472418,Coding-complete genome,ssRNA(-),invertebrates
VMR1029502,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Artoviridae,Hexartovirus,Hexartovirus caligi,ICTV202420119,E,Caligus clemensi hexartovirus 1,CcHAV1,CCMV01,MZ484467,Coding-complete genome,ssRNA(-),invertebrates
VMR1010468,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Artoviridae,Hexartovirus,Hexartovirus cirripedis,ICTV20186269,E,Běihǎi barnacle virus 8,BhBV8,,KX884410,Coding-complete genome,ssRNA(-),invertebrates
VMR1010469,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Artoviridae,Hexartovirus,Hexartovirus lepeophtheiri,ICTV201907514,E,Lepeophtheirus salmonis negative-stranded RNA virus 1,LsNSRV1,LS24,MG489864,Complete genome,ssRNA(-),invertebrates
VMR1010470,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Artoviridae,Peropuvirus,Peropuvirus beihaiense,ICTV20186272,E,Běihǎi rhabdo-like virus 1,BhRLV1,BHTSS15727,KX884412,Coding-complete genome,ssRNA(-),invertebrates
VMR1030662,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Artoviridae,Peropuvirus,Peropuvirus crocidurae,ICTV202522256,E,Crocidura shantungensis peropuvirus 1,CsPV1,SD-1,PP272484,Coding-complete genome,ssRNA(-),vertebrates
VMR1010471,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Artoviridae,Peropuvirus,Peropuvirus dentati,ICTV20186270,E,Húběi rhabdo-like virus 8,HbRLV8,QTM19395,KX884420,Partial genome (non-compliant),ssRNA(-),invertebrates
VMR1010472,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Artoviridae,Peropuvirus,Peropuvirus hubeiense,ICTV20186271,E,Húběi rhabdo-like virus 6,HbRLV6,QTM24798,KX884421,Partial genome (non-compliant),ssRNA(-),invertebrates
VMR1010473,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Artoviridae,Peropuvirus,Peropuvirus juli,ICTV20186274,E,Húběi rhabdo-like virus 5,HbRLV5,WHSFII19440,KX884446,Partial genome (non-compliant),ssRNA(-),invertebrates
VMR1010474,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Artoviridae,Peropuvirus,Peropuvirus lignarii,ICTV20186273,E,Běihǎi rhabdo-like virus 2,BhRLV2,BHTSS7258,KX884413,Coding-complete genome,ssRNA(-),invertebrates
VMR1010475,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Artoviridae,Peropuvirus,Peropuvirus melongenae,ICTV202112237,E,Solanum melongena rhabdo-like virus,SmRLV,pt065-rha-4,MN831436,Complete genome,ssRNA(-),plants
VMR1010476,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Artoviridae,Peropuvirus,Peropuvirus pteromali,ICTV20165113,E,Pteromalus puparum negative-strand RNA virus 1,PpNSRV1,1,KX431032,Complete genome,ssRNA(-),invertebrates
VMR1028520,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Artoviridae,Peropuvirus,Peropuvirus pteropi,ICTV202420117,E,bat faecal associated arto-like virus 2,BFaALV2,CP05/aus/2,ON872573,Coding-complete genome,ssRNA(-),vertebrates
VMR1028997,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Artoviridae,Peropuvirus,Peropuvirus wufengense,ICTV202420118,E,Wùfeng shrew peropuvirus 1,WfSPV1,WF_Ch.smithii_peropu_1,OQ715590,Coding-complete genome,ssRNA(-),vertebrates
VMR1010477,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Carbovirus,Carbovirus queenslandense,ICTV20175571,E,jungle carpet python virus,JCPV,1,MF135780,Coding-complete genome,ssRNA(-),vertebrates
VMR1010478,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Carbovirus,Carbovirus tapeti,ICTV20175572,E,southwest carpet python virus,SWCPV,1,MF135781,Coding-complete genome,ssRNA(-),vertebrates
VMR1027610,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Cartilovirus,Cartilovirus plani,ICTV202317817,E,little skate bornavirus,LSBV,AoL,BK063518,Complete genome,ssRNA(-),vertebrates
VMR1027577,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Cultervirus,Cultervirus electrophori,ICTV202317815,E,electric eel bornavirus,EEBV,SRS620428,BK063519,Complete genome,ssRNA(-),vertebrates
VMR1028443,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Cultervirus,Cultervirus harpadoni,ICTV202420183,E,Bombay duck fish bornavirus,BDFBV,LG1,BK063658,Complete genome,ssRNA(-),vertebrates
VMR1010479,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Cultervirus,Cultervirus hemicultri,ICTV201856589,E,Wǔhàn sharpbelly bornavirus,WhSBV,DSYS4497,MG599939,Coding-complete genome,ssRNA(-),vertebrates
VMR1027578,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Cultervirus,Cultervirus inflati,ICTV202317816,E,finepatterned puffer bornavirus,FPBV,QD_6,BK063517,Complete genome,ssRNA(-),vertebrates
VMR1029518,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Cultervirus,Cultervirus poeciliae,ICTV202420182,E,Pará molly bornavirus,PrMBV,SRS11708040,BK063657,Complete genome,ssRNA(-),vertebrates
VMR1010480,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus alphapsittaciforme,ICTV20140718,E,parrot bornavirus 4,PaBV4,6578,JX065209,Complete genome,ssRNA(-),vertebrates
VMR1012853,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus alphapsittaciforme,ICTV20140718,A,parrot bornavirus 1,PaBV1,16234,JX065207,Coding-complete genome,ssRNA(-),vertebrates
VMR1012854,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus alphapsittaciforme,ICTV20140718,A,parrot bornavirus 2,PaBV2,bil,EU781967,Complete genome,ssRNA(-),vertebrates
VMR1012855,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus alphapsittaciforme,ICTV20140718,A,parrot bornavirus 3,PaBV3,1367,FJ169440,Partial genome (non-compliant),ssRNA(-),vertebrates
VMR1012856,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus alphapsittaciforme,ICTV20140718,A,parrot bornavirus 7,PaBV7,16667a,JX065210,Complete genome,ssRNA(-),vertebrates
VMR1010481,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus avisaquaticae,ICTV20140721,E,aquatic bird bornavirus 1,ABBV1,O62-CG,KF578398,Coding-complete genome,ssRNA(-),vertebrates
VMR1012857,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus avisaquaticae,ICTV20140721,A,aquatic bird bornavirus 2,ABBV2,duck-89,KJ756399,Coding-complete genome,ssRNA(-),vertebrates
VMR1010482,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus betapsittaciforme,ICTV20150993,E,parrot bornavirus 5,PaBV5,2014-A,KR612223,Coding-complete genome,ssRNA(-),vertebrates
VMR1010483,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus bornaense,ICTV19960309,E,Borna disease virus 1,BoDV1,V,U04608,Complete genome,ssRNA(-),vertebrates
VMR1012858,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus bornaense,ICTV19960309,A,Borna disease virus 2,BoDV2,No/98,AJ311524,Complete genome,ssRNA(-),vertebrates
VMR1010484,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus caenophidiae,ICTV202112226,E,Mexican black-tailed rattlesnake bornavirus,MRBV,CHC-224,BK014572,Complete genome,ssRNA(-),vertebrates
VMR1012859,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus caenophidiae,ICTV202112226,A,Caribbean watersnake bornavirus,CWBV,CHC-224,BK014571,Complete genome,ssRNA(-),vertebrates
VMR1010485,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus elapsoideae,ICTV20150992,E,Loveridge's garter snake virus 1,LGSV1,251327,KM114265,Complete genome,ssRNA(-),vertebrates
VMR1010486,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus estrildidae,ICTV20140720,E,estrildid finch bornavirus 1,EsBV1,VS-4707,KF680099,Partial genome (non-compliant),ssRNA(-),vertebrates
VMR1029120,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus iridiscincum,ICTV202420184,E,Carlia munda bornavirus,CrMBV,Cmun-M_545183,PP711183,Complete genome,ssRNA(-),vertebrates
VMR1010487,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus sciuri,ICTV20165112,E,variegated squirrel bornavirus 1,VSBV1,squirrel brain,LN713680,Coding-complete genome,ssRNA(-),vertebrates
VMR1010488,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus serini,ICTV20140719,E,canary bornavirus 1,CnBV1,7293,KC464471,Coding-complete genome,ssRNA(-),vertebrates
VMR1012860,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus serini,ICTV20140719,A,canary bornavirus 2,CnBV2,15864,KC464478,Coding-complete genome,ssRNA(-),vertebrates
VMR1012861,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus serini,ICTV20140719,A,canary bornavirus 3,CnBV3,VS-4424,KC595273,Coding-complete genome,ssRNA(-),vertebrates
VMR1010489,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Cuevavirus,Cuevavirus lloviuense,ICTV20130392,E,Lloviu virus,LLOV,M.schreibersii-wt/HUN/2019/378,MW775011,Coding-complete genome,ssRNA(-),vertebrates
VMR1028304,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Dianlovirus,Dianlovirus dehongense,ICTV202420257,E,Déhóng virus,DEHV,R.leschenaultii-wt/CHN/2016/Rl133-16,OP924273,Complete genome,ssRNA(-),vertebrates
VMR1010490,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Dianlovirus,Dianlovirus menglaense,ICTV201907367,E,Měnglà virus,MLAV,Rousettus-wt/CHN/2015/Shārén-Bat9447-1,KX371887,Coding-complete genome,ssRNA(-),vertebrates
VMR1027775,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Loebevirus,Loebevirus percae,ICTV202318978,E,Lötschberg virus,LTBV,CH17,OQ186623,Partial genome (non-compliant),ssRNA(-),vertebrates
VMR1010491,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Oblavirus,Oblavirus percae,ICTV202113343,E,Oberland virus,OBLV,CH17,MN510773,Partial genome (non-compliant),ssRNA(-),vertebrates
VMR1010492,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthoebolavirus,Orthoebolavirus bombaliense,ICTV201907261,E,Bombali virus,BOMV,M.condylurus-wt/SLE/2016/PREDICT_SLAB000156,MF319185,Complete genome,ssRNA(-),vertebrates
VMR1010493,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthoebolavirus,Orthoebolavirus bundibugyoense,ICTV20115622,E,Bundibugyo virus,BDBV,H.sapiens-tc/UGA/2007/Butalya-811250,FJ217161,Complete genome,ssRNA(-),vertebrates
VMR1010494,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthoebolavirus,Orthoebolavirus restonense,ICTV19950285,E,Reston virus,RESTV,M.fascicularis-tc/USA/1989/Philippines89-Pennsylvania,AF522874,Complete genome,ssRNA(-),vertebrates
VMR1010495,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthoebolavirus,Orthoebolavirus sudanense,ICTV19950286,E,Sudan virus,SUDV,H.sapiens-tc/UGA/2000/Gulu-808892,AY729654,Complete genome,ssRNA(-),vertebrates
VMR1010496,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthoebolavirus,Orthoebolavirus taiense,ICTV19980652,E,Taï Forest virus,TAFV,H.sapiens-tc/CIV/1994/Pauléoula-CI,FJ217162,Coding-complete genome,ssRNA(-),vertebrates
VMR1010497,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthoebolavirus,Orthoebolavirus zairense,ICTV19950287,E,Ebola virus,EBOV,H.sapiens-tc/COD/1976/Yambuku-Mayinga,AF086833,Complete genome,ssRNA(-),vertebrates
VMR1010498,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthomarburgvirus,Orthomarburgvirus marburgense,ICTV19870485,E,Marburg virus,MARV,H.sapiens-tc/KEN/1980/Mt. Elgon-Musoke,DQ217792,Complete genome,ssRNA(-),vertebrates
VMR1012862,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthomarburgvirus,Orthomarburgvirus marburgense,ICTV19870485,A,Ravn virus,RAVV,H.sapiens-tc/KEN/1987/Kitum Cave-810040,DQ447649,Coding-complete genome,ssRNA(-),vertebrates
VMR1010499,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Striavirus,Striavirus antennarii,ICTV201856582,E,Xīlǎng virus,XILV,A.striatus-wt/CHN/2018/XYHYS28627,MG599980,Coding-complete genome,ssRNA(-),vertebrates
VMR1010500,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Tapjovirus,Tapjovirus bothropis,ICTV202113337,E,Tapajós virus,TAPV,B.atrox/Brazil,BR001752,Coding-complete genome,ssRNA(-),vertebrates
VMR1010501,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Thamnovirus,Thamnovirus kanderense,ICTV202113341,E,Kander virus,KNDV,CH17,MW093492,Partial genome (non-compliant),ssRNA(-),vertebrates
VMR1010502,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Thamnovirus,Thamnovirus percae,ICTV202113340,E,Fiwi virus,FIWIV,CH17,MN510772,Complete genome,ssRNA(-),vertebrates
VMR1010503,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Thamnovirus,Thamnovirus thamnaconi,ICTV201856584,E,Huángjiāo virus,HUJV,T.septentrionalis-wt/CHN/2018/LQMMTII17328,MG599981,Coding-complete genome,ssRNA(-),vertebrates
VMR1010504,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Acridvirus,Acridvirus hangzhouense,ICTV202214190,E,Hángzhōu acrida cinerea lispivirus 1,HzACLV1,JJHFY165488,MZ209654,Coding-complete genome,ssRNA(-),invertebrates
VMR1010505,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Aleyavirus,Aleyavirus fuyangense,ICTV202214194,E,Bemisia tabaci arlivirus 1,BtAV1,ZJU-Q2,MW256666,Coding-complete genome,ssRNA(-),invertebrates
VMR1010506,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Aleybvirus,Aleybvirus fuyangense,ICTV202214195,E,Bemisia tabaci arlivirus 2,BtAV2,CAU-Q1,MW256667,Coding-complete genome,ssRNA(-),invertebrates
VMR1010507,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Anicalvirus,Anicalvirus hangzhouense,ICTV202113371,E,Anisopteromalus calandrae negative-strand RNA virus 2,AcNSRV2,2,MW864603,Coding-complete genome,ssRNA(-),invertebrates
VMR1027613,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Anicalvirus,Anicalvirus hesdarense,ICTV202318028,E,Hymenopteran arli-related virus OKIAV100,HARV-100,,MW288216,Partial genome (non-compliant),ssRNA(-),invertebrates
VMR1010508,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Anidravirus,Anidravirus hangzhouense,ICTV202113367,E,Anisopteromalus calandrae negative-strand RNA virus 1,AcNSRV1,1,MW864602,Coding-complete genome,ssRNA(-),invertebrates
VMR1010509,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Aranavirus,Aranavirus guiyangense,ICTV202214191,E,Guìyáng lispivirus 1,GyLV1,YZZGZ270108,MZ209771,Coding-complete genome,ssRNA(-),invertebrates
VMR1010510,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Aranbvirus,Aranbvirus guiyangense,ICTV202214192,E,Guìyáng lispivirus 2,GyLV2,YZZGZ272518,MZ209782,Coding-complete genome,ssRNA(-),invertebrates
VMR1010511,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Arlivirus,Arlivirus arachnae,ICTV20151177,E,Lĭshì spider virus 2,LsSV2,LSZZ-4,KM817632,Coding-complete genome,ssRNA(-),invertebrates
VMR1010512,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Arlivirus,Arlivirus hangzhouense,ICTV202214200,E,Hángzhōu Scotinophara lurida lispivirus 1,HzSLLV1,DHCFY129100,MZ209613,Coding-complete genome,ssRNA(-),invertebrates
VMR1010513,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Arlivirus,Arlivirus ningboense,ICTV202214199,E,Nbu stink bug virus 1,NbuSBV1,NBU,OL377732,Coding-complete genome,ssRNA(-),invertebrates
VMR1028205,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Artemvirus,Artemvirus bsaeighalis,ICTV202420354,E,brine shrimp arlivirus 8,BSAV8,AK/03,OL472416,Coding-complete genome,ssRNA(-),invertebrates
VMR1028114,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Artemvirus,Artemvirus bsafalis,ICTV202420351,E,brine shrimp arlivirus 4,BSAV4,YC/12,OL472406,Coding-complete genome,ssRNA(-),invertebrates
VMR1029553,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Artemvirus,Artemvirus bsafialis,ICTV202420348,E,brine shrimp arlivirus 1,BSAV1,KSS/11,OL472403,Coding-complete genome,ssRNA(-),invertebrates
VMR1028597,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Artemvirus,Artemvirus bsafivalis,ICTV202420352,E,brine shrimp arlivirus 5,BSAV5,YC/91,OL472407,Coding-complete genome,ssRNA(-),invertebrates
VMR1028488,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Artemvirus,Artemvirus bsasecalis,ICTV202420349,E,brine shrimp arlivirus 2,BSAV2,PC,OL472404,Coding-complete genome,ssRNA(-),invertebrates
VMR1029083,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Artemvirus,Artemvirus bsasialis,ICTV202420353,E,brine shrimp arlivirus 6,BSAV6,AK/07,OL472411,Coding-complete genome,ssRNA(-),invertebrates
VMR1029169,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Artemvirus,Artemvirus bsathalis,ICTV202420350,E,brine shrimp arlivirus 3,BSAV3,ARG/02,OL472405,Coding-complete genome,ssRNA(-),invertebrates
VMR1010514,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Avesvirus,Avesvirus sinense,ICTV202214193,E,Arlivirus sp. virus,ALV,YSN1024,MW826497,Coding-complete genome,ssRNA(-),invertebrates
VMR1027639,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Birfecvirus,Birfecvirus tibetense,ICTV202318027,E,Arlivirus sp. XZN142933,ALV,,MW864073,Coding-complete genome,ssRNA(-),vertebrates
VMR1028677,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Canmovirus,Canmovirus mahaense,ICTV202420355,E,Pedras lispivirus,PELV,Ar872508,OQ779241,Coding-complete genome,ssRNA(-),invertebrates
VMR1027595,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Copasivirus,Copasivirus cattienense,ICTV202318026,E,Cát Tiên Hospitalitermes lispi-like virus,CHLV,Lispi,ON082763,Coding-complete genome,ssRNA(-),invertebrates
VMR1010515,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Copasivirus,Copasivirus ivindoense,ICTV202113359,E,isopteran arli-related virus OKIAV103,IARV103,,MT153546,Coding-complete genome,ssRNA(-),invertebrates
VMR1030560,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Copasivirus,Copasivirus macbelense,ICTV202522154,E,Macrotermes bellicosus lispivirus 1,MBLV1,CI2015,BK067117,Coding-complete genome,ssRNA(-),invertebrates
VMR1030561,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Copasivirus,Copasivirus macnatense,ICTV202522155,E,Macrotermes natalensis lispivirus 1,MNLV1,ZA2013,BK067120,Coding-complete genome,ssRNA(-),invertebrates
VMR1030562,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Copasivirus,Copasivirus macsubense,ICTV202522156,E,Macrotermes subhyalinus lispivirus 1,MSLV1,DE2017,BK067121,Coding-complete genome,ssRNA(-),invertebrates
VMR1010516,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Copasivirus,Copasivirus manlyvaleense,ICTV202113358,E,Jimsystermes virus,JIMV,3v4v_4,MW052080,Coding-complete genome,ssRNA(-),invertebrates
VMR1030559,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Coroavirus,Coroavirus crysecense,ICTV202522153,E,Cryptotermes secundus lispivirus 1,CSLV1,AUS2014-1,BK067115,Coding-complete genome,ssRNA(-),invertebrates
VMR1029363,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Coroavirus,Coroavirus germense,ICTV202420356,E,blattodean arli-related virus OKIAV101,BARV,,MT153397,Partial genome (non-compliant),ssRNA(-),invertebrates
VMR1030558,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Crocevirus,Crocevirus donghaiense,ICTV202522152,E,Crocidura lasiura lispivirus 2,CLLV2,lisp_2,PP272508,Coding-complete genome,ssRNA(-),vertebrates
VMR1010517,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Cybitervirus,Cybitervirus niederense,ICTV202113365,E,coleopteran arli-related virus OKIAV107,CARV107,,MT153516,Coding-complete genome,ssRNA(-),invertebrates
VMR1010518,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Damravirus,Damravirus dentatis,ICTV20186268,E,Húběi odonate virus 10,HbOV10,QTM133243,KX884418,Coding-complete genome,ssRNA(-),invertebrates
VMR1010519,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Damravirus,Damravirus fushunense,ICTV202214198,E,Fǔshùn Ischnura senegalensis lispivirus 1,FsISLV1,QWXCFS47,MZ210022,Coding-complete genome,ssRNA(-),invertebrates
